Ma sinh vien,Ho ten,Nam sinh,Diem trung tuyen,Diem TB
18598936,Pham Hoan,2003,25.9,9.4
89297637,Nguyen Thanh,2003,30.0,7.6
10833742,Le Duc,2003,27.4,8.7
38959686,Pham Hai,2003,27.5,9.8
52922319,Vu Duc,2003,30.0,9.4
92617106,Nguyen Nhu,2002,27.3,8.9
21822444,Hoang Thanh,2002,26.5,9.8
98640533,Vu Thi,2003,25.4,8.8
71449024,Hoang Duc,2003,26.2,7.6
6653762,Le Hoan,2003,27.3,9.5
66353563,Huynh Huong,2002,28.2,7.9
40776121,Huynh Hoan,2003,28.8,9.3
43235875,Le Thanh,2002,28.3,7.8
37010527,Do Minh,2003,26.2,9.1
51141502,Nguyen Minh,2002,26.7,7.8
29129475,Tran Hai,2003,26.9,8.8
37748613,Huynh Van,2003,28.0,9.8
76764711,Nguyen Thi,2003,27.1,9.9
36072611,Dang Thi,2003,27.5,8.9
53826607,Tran Minh,2003,29.3,9.1
61612843,Nguyen Nhu,2002,26.1,7.8
32632557,Tran Thi,2002,26.1,9.4
53300092,Pham Thanh,2002,25.2,9.9
55192490,Bui Huong,2003,26.0,8.4
18598936,Pham Hoan,2003,25.9,9.4
89297637,Nguyen Thanh,2003,30.0,7.6
10833742,Le Duc,2003,27.4,8.7
38959686,Pham Hai,2003,27.5,9.8
52922319,Vu Duc,2003,30.0,9.4
92617106,Nguyen Nhu,2002,27.3,8.9
21822444,Hoang Thanh,2002,26.5,9.8
98640533,Vu Thi,2003,25.4,8.8
71449024,Hoang Duc,2003,26.2,7.6
6653762,Le Hoan,2003,27.3,9.5
17998400,Tran Duc,2003,25.2,7.7
48438142,Vu Thanh,2003,25.0,9.3
55467240,Do Tuan,2003,27.8,7.6
68428730,Vu Minh,2003,28.5,8.8
69795608,Do Huong,2003,29.6,9.6
69068467,Huynh Hoan,2002,28.7,8.0
33429046,Do Hai,2003,27.6,8.7
36345769,Do Huong,2002,26.8,8.7
90346140,Huynh Minh,2003,25.4,9.2
21611272,Vu Minh,2002,26.4,9.2
43504854,Pham Thi,2003,25.3,8.1
64712733,Nguyen Thi,2002,26.2,9.8
16224597,Do Thanh,2002,26.6,9.3
42797711,Do Thi,2003,28.9,7.5
35615444,Dang Thi,2003,26.6,8.2
13714649,Nguyen Hai,2002,28.2,8.6
25538641,Bui Minh,2002,25.7,9.1
38794330,Le Hoan,2003,26.4,9.8
66817299,Nguyen Thanh,2003,27.4,8.6
97990997,Le Huong,2003,28.2,9.7
72246358,Pham Tuan,2003,25.5,8.4
51355462,Bui Huong,2003,27.4,8.9
33931234,Huynh Duc,2002,28.3,8.2
86607509,Pham Minh,2002,26.9,8.3
24282000,Vu Tuan,2002,26.8,9.3
17998400,Tran Duc,2003,25.2,7.7
48438142,Vu Thanh,2003,25.0,9.3
55467240,Do Tuan,2003,27.8,7.6
68428730,Vu Minh,2003,28.5,8.8
69795608,Do Huong,2003,29.6,9.6
69068467,Huynh Hoan,2002,28.7,8.0
33429046,Do Hai,2003,27.6,8.7
36345769,Do Huong,2002,26.8,8.7
90346140,Huynh Minh,2003,25.4,9.2
21611272,Vu Minh,2002,26.4,9.2
43504854,Pham Thi,2003,25.3,8.1
64712733,Nguyen Thi,2002,26.2,9.8
16224597,Do Thanh,2002,26.6,9.3
42797711,Do Thi,2003,28.9,7.5
35615444,Dang Thi,2003,26.6,8.2
13714649,Nguyen Hai,2002,28.2,8.6
25538641,Bui Minh,2002,25.7,9.1
38794330,Le Hoan,2003,26.4,9.8
66817299,Nguyen Thanh,2003,27.4,8.6
97990997,Le Huong,2003,28.2,9.7
72246358,Pham Tuan,2003,25.5,8.4
51355462,Bui Huong,2003,27.4,8.9
33931234,Huynh Duc,2002,28.3,8.2
86607509,Pham Minh,2002,26.9,8.3
24282000,Vu Tuan,2002,26.8,9.3
3694060,Do Hai,2002,25.8,9.6
84174768,Dang Van,2002,28.6,8.9
12572774,Le Minh,2002,27.0,9.7
45855217,Hoang Nhu,2002,28.1,7.9
1529650,Le Hoan,2002,26.9,7.6
28726333,Nguyen Van,2002,29.4,7.5
17611474,Vu Van,2002,25.9,9.0
61062900,Do Nhu,2002,25.4,9.3
41601861,Nguyen Thi,2003,29.8,8.1
77996978,Tran Van,2003,26.8,7.8
54849293,Bui Duc,2002,28.6,9.5
31058687,Le Thi,2002,25.3,9.1
93058258,Nguyen Minh,2002,25.3,8.8
98331760,Do Minh,2002,28.3,8.1
80766104,Nguyen Duc,2002,26.9,9.2
46636532,Le Minh,2002,25.3,8.7
61811631,Dang Hai,2002,26.9,8.9
71559413,Tran Nhu,2002,29.1,7.9
48418543,Nguyen Thanh,2002,27.0,8.4
31817218,Bui Minh,2002,25.4,9.6
1627252,Tran Van,2003,26.3,8.3
3694060,Do Hai,2002,25.8,9.6
84174768,Dang Van,2002,28.6,8.9
12572774,Le Minh,2002,27.0,9.7
45855217,Hoang Nhu,2002,28.1,7.9
1529650,Le Hoan,2002,26.9,7.6
28726333,Nguyen Van,2002,29.4,7.5
17611474,Vu Van,2002,25.9,9.0
61062900,Do Nhu,2002,25.4,9.3
41601861,Nguyen Thi,2003,29.8,8.1
77996978,Tran Van,2003,26.8,7.8
54849293,Bui Duc,2002,28.6,9.5
31058687,Le Thi,2002,25.3,9.1
93058258,Nguyen Minh,2002,25.3,8.8
98331760,Do Minh,2002,28.3,8.1
80766104,Nguyen Duc,2002,26.9,9.2
46636532,Le Minh,2002,25.3,8.7
61811631,Dang Hai,2002,26.9,8.9
71559413,Tran Nhu,2002,29.1,7.9
48418543,Nguyen Thanh,2002,27.0,8.4
31817218,Bui Minh,2002,25.4,9.6
1627252,Tran Van,2003,26.3,8.3
24721958,Pham Nhu,2003,25.1,8.0
44075794,Le Tuan,2002,28.1,9.0
98156157,Dang Thi,2002,25.9,7.7
10823149,Le Duc,2002,29.9,8.3
22764741,Vu Huong,2003,26.5,8.9
26844134,Nguyen Van,2002,28.8,9.0
9712862,Pham Hai,2002,27.0,9.7
89339427,Nguyen Tuan,2003,25.3,9.7
14645155,Bui Huong,2003,27.6,8.5
74514939,Nguyen Hoan,2002,27.3,9.7
58430378,Le Hoan,2002,29.9,9.7
68802127,Nguyen Van,2003,25.1,7.8
77453849,Dang Hai,2002,26.2,7.5
55226072,Le Duc,2002,25.4,9.9
48189562,Bui Tuan,2003,28.5,7.8
21570482,Dang Nhu,2002,29.3,8.4
6451994,Tran Minh,2003,28.7,7.9
84555726,Do Van,2003,26.0,8.0
48476349,Vu Tuan,2002,26.9,7.9
35817615,Dang Thi,2002,26.1,7.9
64114586,Huynh Hoan,2003,27.8,9.7
72293768,Nguyen Hai,2003,28.3,9.4
55162297,Vu Nhu,2002,26.0,9.9
24112218,Le Thi,2003,26.1,10.0
24721958,Pham Nhu,2003,25.1,8.0
44075794,Le Tuan,2002,28.1,9.0
98156157,Dang Thi,2002,25.9,7.7
10823149,Le Duc,2002,29.9,8.3
22764741,Vu Huong,2003,26.5,8.9
26844134,Nguyen Van,2002,28.8,9.0
9712862,Pham Hai,2002,27.0,9.7
89339427,Nguyen Tuan,2003,25.3,9.7
14645155,Bui Huong,2003,27.6,8.5
74514939,Nguyen Hoan,2002,27.3,9.7
58430378,Le Hoan,2002,29.9,9.7
68802127,Nguyen Van,2003,25.1,7.8
77453849,Dang Hai,2002,26.2,7.5
55226072,Le Duc,2002,25.4,9.9
48189562,Bui Tuan,2003,28.5,7.8
21570482,Dang Nhu,2002,29.3,8.4
6451994,Tran Minh,2003,28.7,7.9
84555726,Do Van,2003,26.0,8.0
48476349,Vu Tuan,2002,26.9,7.9
35817615,Dang Thi,2002,26.1,7.9
64114586,Huynh Hoan,2003,27.8,9.7
72293768,Nguyen Hai,2003,28.3,9.4
55162297,Vu Nhu,2002,26.0,9.9
24112218,Le Thi,2003,26.1,10.0
10863345,Tran Duc,2003,29.5,8.0
4021044,Tran Minh,2003,28.4,8.2
94129546,Tran Tuan,2002,25.6,8.0
24294788,Dang Thi,2003,29.9,9.5
67936195,Do Thi,2003,26.9,8.4
90499710,Do Van,2003,29.3,8.1
93156459,Bui Hai,2002,26.7,8.0
67429032,Bui Thanh,2002,27.6,8.5
65183286,Hoang Hoan,2002,25.1,9.8
42932526,Pham Hai,2002,28.2,7.5
82887287,Huynh Thi,2002,29.8,9.1
63843221,Do Nhu,2002,27.3,8.7
74067970,Vu Duc,2003,25.1,9.4
34880147,Nguyen Thanh,2003,26.4,8.0
3569050,Pham Duc,2003,26.4,8.4
16667541,Huynh Thi,2003,29.0,8.8
27836424,Bui Van,2003,27.6,8.1
22103813,Dang Thi,2003,27.0,9.8
1435681,Hoang Duc,2002,26.9,8.2
29828414,Nguyen Van,2003,29.3,7.9
98791318,Tran Hoan,2002,27.1,8.3
24378760,Dang Hai,2003,29.0,9.4
55292683,Dang Van,2002,25.2,8.8
77740438,Le Huong,2002,27.5,9.4
93637605,Do Minh,2002,27.3,8.3
41801047,Le Minh,2003,25.1,7.7
65447439,Pham Huong,2003,26.1,9.8
35134500,Le Thi,2003,27.2,7.6
32401788,Hoang Duc,2003,25.1,9.2
84268144,Hoang Hoan,2003,27.8,9.6
14963333,Pham Tuan,2002,27.0,8.8
39019684,Hoang Thi,2003,27.9,7.8
48915510,Vu Thanh,2002,29.2,9.0
10863345,Tran Duc,2003,29.5,8.0
4021044,Tran Minh,2003,28.4,8.2
94129546,Tran Tuan,2002,25.6,8.0
24294788,Dang Thi,2003,29.9,9.5
67936195,Do Thi,2003,26.9,8.4
90499710,Do Van,2003,29.3,8.1
93156459,Bui Hai,2002,26.7,8.0
67429032,Bui Thanh,2002,27.6,8.5
65183286,Hoang Hoan,2002,25.1,9.8
42932526,Pham Hai,2002,28.2,7.5
82887287,Huynh Thi,2002,29.8,9.1
63843221,Do Nhu,2002,27.3,8.7
74067970,Vu Duc,2003,25.1,9.4
34880147,Nguyen Thanh,2003,26.4,8.0
3569050,Pham Duc,2003,26.4,8.4
16667541,Huynh Thi,2003,29.0,8.8
27836424,Bui Van,2003,27.6,8.1
22103813,Dang Thi,2003,27.0,9.8
1435681,Hoang Duc,2002,26.9,8.2
29828414,Nguyen Van,2003,29.3,7.9
98791318,Tran Hoan,2002,27.1,8.3
24378760,Dang Hai,2003,29.0,9.4
55292683,Dang Van,2002,25.2,8.8
77740438,Le Huong,2002,27.5,9.4
93637605,Do Minh,2002,27.3,8.3
41801047,Le Minh,2003,25.1,7.7
65447439,Pham Huong,2003,26.1,9.8
35134500,Le Thi,2003,27.2,7.6
32401788,Hoang Duc,2003,25.1,9.2
84268144,Hoang Hoan,2003,27.8,9.6
14963333,Pham Tuan,2002,27.0,8.8
39019684,Hoang Thi,2003,27.9,7.8
48915510,Vu Thanh,2002,29.2,9.0
41343283,Huynh Thanh,2003,27.5,9.9
98953293,Huynh Duc,2002,25.2,8.8
98803308,Hoang Thanh,2002,29.4,8.5
25887615,Hoang Thanh,2003,27.2,9.5
94516523,Pham Huong,2003,26.4,7.8
47328257,Hoang Hai,2003,25.2,9.1
89890816,Hoang Duc,2003,27.7,8.8
7666054,Hoang Hoan,2003,28.7,8.8
36310204,Le Thi,2002,29.9,7.8
13292506,Le Nhu,2002,28.3,8.8
9688638,Nguyen Huong,2002,28.4,9.2
6555767,Pham Duc,2002,29.9,8.7
81514042,Do Thi,2003,25.0,9.3
76194574,Bui Huong,2002,25.1,9.1
3588850,Bui Van,2002,28.6,8.4
57599220,Dang Van,2003,27.5,7.9
9738036,Do Hoan,2003,26.0,9.0
70411968,Hoang Van,2002,29.0,8.5
89645816,Dang Nhu,2003,26.3,8.8
75477233,Bui Hoan,2002,28.9,10.0
88202975,Le Tuan,2003,25.1,8.2
44494162,Do Hoan,2002,26.7,8.0
81779190,Vu Hai,2002,27.2,7.8
14936720,Do Minh,2003,28.0,8.3
45079278,Bui Thanh,2003,27.1,8.5
31507650,Dang Nhu,2002,27.8,7.6
35551076,Pham Minh,2003,29.4,8.5
41343283,Huynh Thanh,2003,27.5,9.9
98953293,Huynh Duc,2002,25.2,8.8
98803308,Hoang Thanh,2002,29.4,8.5
25887615,Hoang Thanh,2003,27.2,9.5
94516523,Pham Huong,2003,26.4,7.8
47328257,Hoang Hai,2003,25.2,9.1
89890816,Hoang Duc,2003,27.7,8.8
7666054,Hoang Hoan,2003,28.7,8.8
36310204,Le Thi,2002,29.9,7.8
13292506,Le Nhu,2002,28.3,8.8
9688638,Nguyen Huong,2002,28.4,9.2
6555767,Pham Duc,2002,29.9,8.7
81514042,Do Thi,2003,25.0,9.3
76194574,Bui Huong,2002,25.1,9.1
3588850,Bui Van,2002,28.6,8.4
57599220,Dang Van,2003,27.5,7.9
9738036,Do Hoan,2003,26.0,9.0
70411968,Hoang Van,2002,29.0,8.5
89645816,Dang Nhu,2003,26.3,8.8
75477233,Bui Hoan,2002,28.9,10.0
88202975,Le Tuan,2003,25.1,8.2
44494162,Do Hoan,2002,26.7,8.0
81779190,Vu Hai,2002,27.2,7.8
14936720,Do Minh,2003,28.0,8.3
45079278,Bui Thanh,2003,27.1,8.5
31507650,Dang Nhu,2002,27.8,7.6
35551076,Pham Minh,2003,29.4,8.5
16838720,Bui Nhu,2002,27.5,9.9
8979506,Pham Duc,2002,26.0,9.7
26264394,Vu Thi,2002,28.0,8.6
96666110,Do Minh,2002,27.2,8.3
50351786,Huynh Minh,2003,25.9,9.0
86666911,Tran Hai,2002,28.1,8.6
59296663,Bui Nhu,2002,29.8,7.6
50484559,Bui Thanh,2003,27.3,9.6
59783430,Pham Van,2003,27.1,9.4
89230485,Tran Duc,2003,25.0,7.8
93592835,Hoang Hai,2003,26.9,8.2
72351974,Nguyen Van,2002,27.3,8.5
13317878,Pham Thanh,2003,26.2,8.8
32245985,Do Tuan,2002,28.4,8.0
71467834,Hoang Hai,2003,27.8,9.5
74994496,Nguyen Hai,2003,25.6,8.5
67345261,Le Duc,2002,25.5,8.6
69731838,Nguyen Hoan,2002,26.1,8.7
47710856,Pham Thi,2002,25.5,8.0
77029467,Vu Hai,2003,28.1,8.9
30435171,Tran Hoan,2002,28.5,9.6
74550162,Le Minh,2003,26.6,9.2
59851632,Dang Thi,2002,27.6,7.7
44133204,Nguyen Hoan,2002,28.5,9.3
92027171,Bui Thanh,2002,25.8,9.0
16838720,Bui Nhu,2002,27.5,9.9
8979506,Pham Duc,2002,26.0,9.7
26264394,Vu Thi,2002,28.0,8.6
96666110,Do Minh,2002,27.2,8.3
50351786,Huynh Minh,2003,25.9,9.0
86666911,Tran Hai,2002,28.1,8.6
59296663,Bui Nhu,2002,29.8,7.6
50484559,Bui Thanh,2003,27.3,9.6
59783430,Pham Van,2003,27.1,9.4
89230485,Tran Duc,2003,25.0,7.8
93592835,Hoang Hai,2003,26.9,8.2
72351974,Nguyen Van,2002,27.3,8.5
13317878,Pham Thanh,2003,26.2,8.8
32245985,Do Tuan,2002,28.4,8.0
71467834,Hoang Hai,2003,27.8,9.5
74994496,Nguyen Hai,2003,25.6,8.5
67345261,Le Duc,2002,25.5,8.6
69731838,Nguyen Hoan,2002,26.1,8.7
47710856,Pham Thi,2002,25.5,8.0
77029467,Vu Hai,2003,28.1,8.9
30435171,Tran Hoan,2002,28.5,9.6
74550162,Le Minh,2003,26.6,9.2
59851632,Dang Thi,2002,27.6,7.7
44133204,Nguyen Hoan,2002,28.5,9.3
92027171,Bui Thanh,2002,25.8,9.0
89027074,Nguyen Van,2003,25.4,9.4
65103098,Dang Minh,2002,26.6,9.3
453394,Pham Huong,2003,29.5,9.8
33778818,Nguyen Nhu,2002,28.9,8.1
86720538,Le Van,2002,27.5,7.9
63008681,Le Nhu,2003,28.6,7.8
14951546,Pham Thanh,2002,27.8,7.8
3385489,Nguyen Tuan,2003,26.7,7.9
45879797,Dang Huong,2002,27.8,8.3
54525947,Dang Duc,2003,26.2,8.9
33235091,Do Duc,2003,29.8,9.1
85178653,Nguyen Hoan,2002,29.5,9.1
79509220,Dang Duc,2003,28.4,9.8
16689532,Dang Minh,2003,27.0,8.3
98914095,Bui Van,2002,25.7,8.5
94214565,Huynh Van,2003,27.6,8.0
90871914,Dang Huong,2002,29.1,8.8
1164915,Do Thanh,2002,25.0,7.7
51728416,Vu Huong,2003,29.9,9.2
86887686,Bui Tuan,2002,28.6,9.4
93913998,Hoang Duc,2002,29.8,9.2
89027074,Nguyen Van,2003,25.4,9.4
65103098,Dang Minh,2002,26.6,9.3
453394,Pham Huong,2003,29.5,9.8
33778818,Nguyen Nhu,2002,28.9,8.1
86720538,Le Van,2002,27.5,7.9
63008681,Le Nhu,2003,28.6,7.8
14951546,Pham Thanh,2002,27.8,7.8
3385489,Nguyen Tuan,2003,26.7,7.9
45879797,Dang Huong,2002,27.8,8.3
54525947,Dang Duc,2003,26.2,8.9
33235091,Do Duc,2003,29.8,9.1
85178653,Nguyen Hoan,2002,29.5,9.1
79509220,Dang Duc,2003,28.4,9.8
16689532,Dang Minh,2003,27.0,8.3
98914095,Bui Van,2002,25.7,8.5
94214565,Huynh Van,2003,27.6,8.0
90871914,Dang Huong,2002,29.1,8.8
1164915,Do Thanh,2002,25.0,7.7
51728416,Vu Huong,2003,29.9,9.2
86887686,Bui Tuan,2002,28.6,9.4
93913998,Hoang Duc,2002,29.8,9.2
76042801,Dang Duc,2002,28.0,8.1
41419050,Hoang Hoan,2002,29.3,8.4
52787913,Pham Minh,2002,29.6,9.3
67670454,Dang Thanh,2002,25.2,10.0
90486929,Le Huong,2002,28.3,7.6
62340788,Tran Van,2002,29.3,9.8
35059288,Hoang Thi,2003,26.4,8.7
386785,Vu Huong,2003,28.3,8.9
89496431,Vu Huong,2002,28.6,9.6
34340006,Dang Huong,2003,29.6,10.0
43091917,Do Minh,2002,28.2,8.6
51059877,Huynh Hai,2003,26.0,8.2
71921621,Hoang Duc,2003,25.7,7.6
20663762,Vu Huong,2002,26.4,7.6
805748,Do Minh,2002,27.1,9.3
54186181,Huynh Huong,2002,25.5,9.9
22920352,Hoang Thi,2002,28.4,7.9
68621553,Pham Minh,2003,27.9,8.6
43869800,Huynh Hoan,2003,26.6,9.6
18529150,Hoang Duc,2002,27.4,8.8
7281120,Dang Nhu,2003,26.7,7.8
76042801,Dang Duc,2002,28.0,8.1
41419050,Hoang Hoan,2002,29.3,8.4
52787913,Pham Minh,2002,29.6,9.3
67670454,Dang Thanh,2002,25.2,10.0
90486929,Le Huong,2002,28.3,7.6
62340788,Tran Van,2002,29.3,9.8
35059288,Hoang Thi,2003,26.4,8.7
386785,Vu Huong,2003,28.3,8.9
89496431,Vu Huong,2002,28.6,9.6
34340006,Dang Huong,2003,29.6,10.0
43091917,Do Minh,2002,28.2,8.6
51059877,Huynh Hai,2003,26.0,8.2
71921621,Hoang Duc,2003,25.7,7.6
20663762,Vu Huong,2002,26.4,7.6
805748,Do Minh,2002,27.1,9.3
54186181,Huynh Huong,2002,25.5,9.9
22920352,Hoang Thi,2002,28.4,7.9
68621553,Pham Minh,2003,27.9,8.6
43869800,Huynh Hoan,2003,26.6,9.6
18529150,Hoang Duc,2002,27.4,8.8
7281120,Dang Nhu,2003,26.7,7.8
7123923,Vu Hoan,2003,25.7,8.4
15285893,Do Minh,2003,25.8,9.4
29551282,Dang Thanh,2002,28.9,9.0
76955298,Huynh Van,2002,26.1,9.9
69346059,Hoang Van,2003,27.5,8.5
40858709,Hoang Duc,2003,29.0,8.0
35816228,Nguyen Hoan,2003,25.4,9.4
62510374,Huynh Duc,2002,29.7,9.4
83601051,Hoang Tuan,2003,25.1,9.4
80711340,Huynh Van,2002,25.3,8.2
25866825,Do Hai,2002,25.0,7.9
51567041,Huynh Van,2003,25.5,8.3
2818931,Dang Thi,2002,29.6,8.3
39612266,Bui Huong,2003,25.5,7.5
61738810,Pham Minh,2003,29.2,7.9
56773336,Hoang Van,2002,28.8,7.7
49571071,Le Nhu,2003,29.3,9.8
70384761,Do Thi,2003,27.5,9.4
50780751,Vu Tuan,2003,27.6,9.5
19193910,Bui Thi,2002,27.9,8.5
65118074,Bui Van,2002,25.6,8.4
68114192,Do Thi,2002,26.7,9.6
46890145,Dang Huong,2002,29.0,9.3
55715034,Bui Tuan,2002,25.7,9.9
7123923,Vu Hoan,2003,25.7,8.4
15285893,Do Minh,2003,25.8,9.4
29551282,Dang Thanh,2002,28.9,9.0
76955298,Huynh Van,2002,26.1,9.9
69346059,Hoang Van,2003,27.5,8.5
40858709,Hoang Duc,2003,29.0,8.0
35816228,Nguyen Hoan,2003,25.4,9.4
62510374,Huynh Duc,2002,29.7,9.4
83601051,Hoang Tuan,2003,25.1,9.4
80711340,Huynh Van,2002,25.3,8.2
25866825,Do Hai,2002,25.0,7.9
51567041,Huynh Van,2003,25.5,8.3
2818931,Dang Thi,2002,29.6,8.3
39612266,Bui Huong,2003,25.5,7.5
61738810,Pham Minh,2003,29.2,7.9
56773336,Hoang Van,2002,28.8,7.7
49571071,Le Nhu,2003,29.3,9.8
70384761,Do Thi,2003,27.5,9.4
50780751,Vu Tuan,2003,27.6,9.5
19193910,Bui Thi,2002,27.9,8.5
65118074,Bui Van,2002,25.6,8.4
68114192,Do Thi,2002,26.7,9.6
46890145,Dang Huong,2002,29.0,9.3
55715034,Bui Tuan,2002,25.7,9.9
83285064,Pham Duc,2002,29.8,7.8
10980354,Pham Thi,2002,27.6,7.8
42562967,Tran Thi,2003,27.9,10.0
87224272,Dang Huong,2003,27.3,7.8
16398370,Nguyen Hai,2003,26.3,8.8
14862553,Tran Hai,2002,27.3,8.3
73495446,Tran Huong,2002,25.7,9.3
39275883,Nguyen Hai,2002,29.8,8.7
47642061,Do Thanh,2002,27.9,8.3
82267355,Huynh Huong,2002,26.0,8.7
99135668,Bui Nhu,2003,29.2,9.1
33423284,Tran Van,2003,27.7,9.4
26381003,Huynh Huong,2002,26.8,8.7
24619936,Do Tuan,2002,27.2,7.6
85313866,Vu Duc,2003,25.5,9.3
3832860,Vu Minh,2002,28.3,9.6
88723127,Vu Huong,2002,26.1,7.9
83860628,Pham Nhu,2003,26.5,8.4
55193495,Bui Tuan,2003,29.3,8.8
79796607,Hoang Huong,2003,28.0,9.3
49249662,Do Huong,2002,27.1,8.2
58848304,Tran Hai,2003,25.0,7.8
37587445,Tran Thi,2003,26.2,8.6
26822551,Vu Hai,2003,28.2,8.3
90251979,Dang Thi,2003,28.0,8.5
78258950,Vu Van,2002,29.8,9.2
83285064,Pham Duc,2002,29.8,7.8
10980354,Pham Thi,2002,27.6,7.8
42562967,Tran Thi,2003,27.9,10.0
87224272,Dang Huong,2003,27.3,7.8
16398370,Nguyen Hai,2003,26.3,8.8
14862553,Tran Hai,2002,27.3,8.3
73495446,Tran Huong,2002,25.7,9.3
39275883,Nguyen Hai,2002,29.8,8.7
47642061,Do Thanh,2002,27.9,8.3
82267355,Huynh Huong,2002,26.0,8.7
99135668,Bui Nhu,2003,29.2,9.1
33423284,Tran Van,2003,27.7,9.4
26381003,Huynh Huong,2002,26.8,8.7
24619936,Do Tuan,2002,27.2,7.6
85313866,Vu Duc,2003,25.5,9.3
3832860,Vu Minh,2002,28.3,9.6
88723127,Vu Huong,2002,26.1,7.9
83860628,Pham Nhu,2003,26.5,8.4
55193495,Bui Tuan,2003,29.3,8.8
79796607,Hoang Huong,2003,28.0,9.3
49249662,Do Huong,2002,27.1,8.2
58848304,Tran Hai,2003,25.0,7.8
37587445,Tran Thi,2003,26.2,8.6
26822551,Vu Hai,2003,28.2,8.3
90251979,Dang Thi,2003,28.0,8.5
78258950,Vu Van,2002,29.8,9.2
42569137,Vu Hai,2003,28.7,7.7
7466677,Dang Huong,2002,25.5,9.5
94250784,Dang Thanh,2002,26.5,8.7
19218089,Le Hai,2003,26.5,9.4
91779589,Dang Hai,2002,27.9,7.7
70030022,Bui Hai,2002,28.3,9.7
28037008,Le Thanh,2003,25.3,8.3
95710041,Dang Minh,2002,27.2,9.0
59106488,Nguyen Van,2002,28.7,9.1
41808218,Huynh Huong,2002,25.9,8.3
11012342,Huynh Hai,2002,25.7,8.4
45107689,Do Duc,2002,27.6,8.5
66292585,Dang Hoan,2002,28.0,9.0
37945420,Pham Minh,2002,25.7,8.8
95378433,Dang Thi,2002,28.2,8.4
21389862,Nguyen Hoan,2002,25.3,7.7
47284287,Do Minh,2002,27.4,7.5
58402976,Vu Nhu,2002,27.7,9.6
19573874,Bui Minh,2003,25.8,8.2
19423889,Pham Duc,2003,27.6,9.6
85563046,Pham Nhu,2002,28.4,8.0
32355382,Dang Thanh,2002,29.4,9.4
12171231,Hoang Tuan,2002,25.4,8.3
48769114,Nguyen Hai,2003,29.2,7.9
12820967,Nguyen Thanh,2003,29.8,9.1
33437662,Pham Hoan,2003,25.3,9.8
36804340,Vu Hoan,2003,28.0,8.2
97913801,Nguyen Hoan,2002,29.7,9.3
78125780,Do Hoan,2003,27.5,9.6
42569137,Vu Hai,2003,28.7,7.7
7466677,Dang Huong,2002,25.5,9.5
94250784,Dang Thanh,2002,26.5,8.7
19218089,Le Hai,2003,26.5,9.4
91779589,Dang Hai,2002,27.9,7.7
70030022,Bui Hai,2002,28.3,9.7
28037008,Le Thanh,2003,25.3,8.3
95710041,Dang Minh,2002,27.2,9.0
59106488,Nguyen Van,2002,28.7,9.1
41808218,Huynh Huong,2002,25.9,8.3
11012342,Huynh Hai,2002,25.7,8.4
45107689,Do Duc,2002,27.6,8.5
66292585,Dang Hoan,2002,28.0,9.0
37945420,Pham Minh,2002,25.7,8.8
95378433,Dang Thi,2002,28.2,8.4
21389862,Nguyen Hoan,2002,25.3,7.7
47284287,Do Minh,2002,27.4,7.5
58402976,Vu Nhu,2002,27.7,9.6
19573874,Bui Minh,2003,25.8,8.2
19423889,Pham Duc,2003,27.6,9.6
85563046,Pham Nhu,2002,28.4,8.0
32355382,Dang Thanh,2002,29.4,9.4
12171231,Hoang Tuan,2002,25.4,8.3
48769114,Nguyen Hai,2003,29.2,7.9
12820967,Nguyen Thanh,2003,29.8,9.1
33437662,Pham Hoan,2003,25.3,9.8
36804340,Vu Hoan,2003,28.0,8.2
97913801,Nguyen Hoan,2002,29.7,9.3
78125780,Do Hoan,2003,27.5,9.6
88697311,Tran Van,2002,25.7,9.2
83527629,Pham Huong,2003,29.0,9.0
31661074,Nguyen Hoan,2002,28.6,8.4
5409471,Nguyen Duc,2003,25.7,9.1
66493163,Dang Hoan,2002,27.6,8.5
71328451,Le Hai,2003,25.9,7.5
4253417,Bui Minh,2003,25.0,9.5
23051537,Tran Thi,2002,28.2,9.8
35669032,Bui Thanh,2002,26.3,8.5
69912622,Hoang Huong,2002,28.1,8.8
12095220,Tran Hoan,2002,28.2,9.4
60570372,Pham Duc,2003,29.4,9.3
31799021,Hoang Nhu,2002,27.5,9.0
76691546,Le Huong,2003,29.9,8.5
90910124,Pham Thi,2003,29.3,8.4
85999372,Do Tuan,2002,27.6,8.1
9402305,Nguyen Van,2002,29.5,8.2
54573360,Do Hoan,2003,26.0,9.1
16564176,Bui Thi,2003,28.7,7.7
93365252,Le Van,2003,29.4,7.5
52410392,Hoang Minh,2002,26.1,8.9
95701834,Huynh Hoan,2002,28.0,7.8
13957024,Pham Hoan,2003,30.0,8.9
24076012,Hoang Tuan,2003,26.7,8.5
15636458,Nguyen Hai,2002,26.5,9.9
12853751,Do Hai,2003,25.8,8.1
32031833,Dang Van,2002,28.0,7.7
40840952,Hoang Thanh,2003,28.8,9.2
30957513,Huynh Thanh,2002,26.8,9.5
20428566,Nguyen Huong,2002,29.4,9.0
88697311,Tran Van,2002,25.7,9.2
83527629,Pham Huong,2003,29.0,9.0
31661074,Nguyen Hoan,2002,28.6,8.4
5409471,Nguyen Duc,2003,25.7,9.1
66493163,Dang Hoan,2002,27.6,8.5
71328451,Le Hai,2003,25.9,7.5
